DWRName,DWRCode,model.name,term,estimate,std.error,statistic,p.value
North Coast,1,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),-1.8156865240469406,0.47176874123384144,-3.848679162799724,3.2658928862875036e-4
North Coast,1,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,0.7717511872451299,0.05117080237413404,15.081866053271757,1.2485460533116209e-20
North Coast,1,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,-0.5913572388388763,0.3775610560125136,-1.5662559191996666,0.12335461328522807
North Coast,1,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,2.6902180937383466,0.36354441175506796,7.3999709712243815,1.140235605287453e-9
North Coast,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,(Intercept),1.008435336271971,0.6277933461617494,1.6063173374445896,0.11437891854650482
North Coast,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.8509377018009776,0.04302584418592517,19.77736213899414,1.4214789463062821e-25
North Coast,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,elev.ft.8,-0.7963735371592352,0.14204230086979236,-5.60659417851346,8.419470895311967e-7
North Coast,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-0.40223565522802807,0.30176327722764384,-1.332950977081913,0.18847219500493217
North Coast,1,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,2.313625479943159,0.29644942605261027,7.80445255283633,2.940576273631501e-10
North Coast,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,(Intercept),3.0984236993043,0.9558212313586599,3.2416351485518065,0.0020967624178290286
North Coast,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.8287192175865302,0.04194523945234717,19.75716978628803,1.4886845884207303e-25
North Coast,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,relief.ft.8,-1.3670088289878732,0.24455760040359606,-5.589721303823246,8.941978395949258e-7
North Coast,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,-0.2210020092605841,0.3074405624695574,-0.7188446686584097,0.4755174470383591
North Coast,1,da.sq.mi + relief.ft.8 + slope.pct.8 + precip.in.8,precip.in.8,2.422496665165423,0.29301189185005977,8.267571155115657,5.558508673328855e-11
